sigurdsson,ragnar dadi,ragnardadi,0.952380952,TRUE
shiroza,shin'ichiro,shinichiro,0.952380952,TRUE
shiroza,shinichirou,shinichiro,0.952380952,TRUE
shima,jun'ichirou,junichirou,0.952380952,TRUE
schwarzott,christopher,christophe,0.952380952,TRUE
sanchez strassburger,juan carlo,juan carlos,0.952380952,TRUE
sanchez,maximilian,maximiliano,0.952380952,TRUE
salazar,ivan andres,ivan andre,0.952380952,TRUE
ruel,antoine fra,antoine fr,0.952380952,TRUE
ruel,olivier fra,olivier fr,0.952380952,TRUE
rand,christoper,christopher,0.952380952,TRUE
prangan,eduardo jr,eduardo jr.,0.952380952,TRUE
pollot,christopher,christophe,0.952380952,TRUE
passelegue,pierre-jean,pierre-jea,0.952380952,TRUE
pare,jeanmichel,jean-michel,0.952380952,TRUE
paprocki,bartolomiej,bartlomiej,0.952380952,TRUE
pang,zhongchern,zhong chern,0.952380952,TRUE
omori,ken'ichirou,kenichirou,0.952380952,TRUE
nguyen,christophe,christopher,0.952380952,TRUE
nguyen,kimnam-anh,kim nam-anh,0.952380952,TRUE
nakamura,shinichirou,shinichiro,0.952380952,TRUE
moya,christopher,cristopher,0.952380952,TRUE
montenegro,carlos davi,carlos dav,0.952380952,TRUE
molina,davidangel,david angel,0.952380952,TRUE
mita,shin'ichiro,shinichiro,0.952380952,TRUE
mira uribe,juan felip,juan felipe,0.952380952,TRUE
miao,zhengzheng,zheng zheng,0.952380952,TRUE
messer,christopher,christoper,0.952380952,TRUE
merlin,christopher,christophe,0.952380952,TRUE
melendez,luiscarlos,luis carlos,0.952380952,TRUE
melamed,jonathan l.,jonathan l,0.952380952,TRUE
materewicz,christopher,christophe,0.952380952,TRUE
martin,christophe,christopher,0.952380952,TRUE
marcos,paulo de jesus freitas,paulo de jesus freit,0.952380952,TRUE
magbuhat,ricardo jr,ricardo jr.,0.952380952,TRUE
madin,mohd. azrin,mohd azrin,0.952380952,TRUE
madin,mohd. azrin,mohd.azrin,0.952380952,TRUE
lystad,talexander,t alexander,0.952380952,TRUE
lundquist,benjamin r,benjamin r.,0.952380952,TRUE
lovett,nicholas a,nicholas a.,0.952380952,TRUE
looper,christopher,christpher,0.952380952,TRUE
lodi,gian paolo,gian  paolo,0.952380952,TRUE
livingston,christophe,christopher,0.952380952,TRUE
liewendahl,christopher,christophe,0.952380952,TRUE
lewis,jonathan d,jonathan d.,0.952380952,TRUE
levy,raphael fra,raphael fr,0.952380952,TRUE
kantartzis,constantin,constantine,0.952380952,TRUE
jorstedt,mattias se,mattias swe,0.952380952,TRUE
johnson,nicholas a,nicholas ar,0.952380952,TRUE
jara perez,juan carlo,juan carlos,0.952380952,TRUE
iwasaki,shin'nosuke,shinnosuke,0.952380952,TRUE
ippolito,maximillien,maximilien,0.952380952,TRUE
huber,felix-jurg,felix-juerg,0.952380952,TRUE
huang,chun chang,chung chang,0.952380952,TRUE
harsch,christopher,christophe,0.952380952,TRUE
hanaoka,shinichiro,shin'ichiro,0.952380952,TRUE
hagelberg,maximilian,maximillian,0.952380952,TRUE
godinez estrada,gerardo god,gerardo go,0.952380952,TRUE
giraldi,jeancarlos,jean carlos,0.952380952,TRUE
garcia,jose maria,josep maria,0.952380952,TRUE
fredriksen,karl magnu,karl magnus,0.952380952,TRUE
esposito,alessandro,aleessandro,0.952380952,TRUE
dos santos,jose carlo,jose carlos,0.952380952,TRUE
dobrzanski,christopher,christophe,0.952380952,TRUE
dimalanta,lawrence fu,lawrence f,0.952380952,TRUE
de rosa,christopher,cristopher,0.952380952,TRUE
da rosa,paulo vito,paulo vitor,0.952380952,TRUE
connell,christophe,christopher,0.952380952,TRUE
clemedtson,christopher,christophe,0.952380952,TRUE
clemedtson,chritopher,christopher,0.952380952,TRUE
clark,nicholas a,nicholas a.,0.952380952,TRUE
chye,yianhsiang,yian hsiang,0.952380952,TRUE
chan,roong liang,roongliang,0.952380952,TRUE
cereceda,maximiliano,maxmiliano,0.952380952,TRUE
celis,felix agel,felix angel,0.952380952,TRUE
castonguay,christopher,christophe,0.952380952,TRUE
cart,aleczander,aleczandeer,0.952380952,TRUE
cameron,maitland w.,maitland w,0.952380952,TRUE
brown,christophe,christopher,0.952380952,TRUE
botis,juan carlos,juancarlos,0.952380952,TRUE
biedenbach,christopher,christophe,0.952380952,TRUE
batac,michael to,michael tom,0.952380952,TRUE
bandou,junichirou,jun ichirou,0.952380952,TRUE
bandou,jun'ichirou,junichirou,0.952380952,TRUE
baldvinsson,einar agust,einaragust,0.952380952,TRUE
avrillon,christopher,christophe,0.952380952,TRUE
ariza,juan manuel,juan manue,0.952380952,TRUE
arai,ken ichirou,kenichirou,0.952380952,TRUE
arai,ken'ichirou,kenichirou,0.952380952,TRUE
adebo diaz,juan carlo,juan carlos,0.952380952,TRUE
zou,shengyuan,sheng yuan,0.947368421,TRUE
zhang,hongqiang,hong qiang,0.947368421,TRUE
yuki,keiichirou,keiichiro,0.947368421,TRUE
yu,ching kong,chingkong,0.947368421,TRUE
yu,tiancheng,tian cheng,0.947368421,TRUE
yu,yong chuan,yongchuan,0.947368421,TRUE
yoon,sang-woong,sangwoong,0.947368421,TRUE
ye,xiangqing,xiang qing,0.947368421,TRUE
xie,zhongyuan,zhong yuan,0.947368421,TRUE
wong,michael d.,michael d,0.947368421,TRUE
wong,michael g.,michael g,0.947368421,TRUE
wang,chen xing1,chen xing,0.947368421,TRUE
veloz,anthony d.,anthony d,0.947368421,TRUE
veigel,cameron j,cameron j.,0.947368421,TRUE
vargas,antonio a,antonio a.,0.947368421,TRUE
uegaki,yohitsugu,yoshitsugu,0.947368421,TRUE
ubana,glen paul,glenn paul,0.947368421,TRUE
turian,michael s,michael us,0.947368421,TRUE
tseng,yen shyang,yenshyang,0.947368421,TRUE
tseng,yenshyang,yen-shyang,0.947368421,TRUE
tsaknias,panagiotis,panagioti,0.947368421,TRUE
toyama,jun ichiro,junichiro,0.947368421,TRUE
toyama,jun'ichiro,junichiro,0.947368421,TRUE
tomiczek,bartlomiej,bartomiej,0.947368421,TRUE
tan,alzandy uy,alzandy u,0.947368421,TRUE
tamaki,jyunnosuke,junnosuke,0.947368421,TRUE
tait,geordie r.,geordie r,0.947368421,TRUE
sun,weihsiang,wei-hsiang,0.947368421,TRUE
soares,francisco,francisco2,0.947368421,TRUE
soares,francisco1,francisco,0.947368421,TRUE
smith,richard t.,richard t,0.947368421,TRUE
schuringa,sebastian,sebastiaan,0.947368421,TRUE
scheel,brandon m,brandon m.,0.947368421,TRUE
savoie,alexandrew,alexandre,0.947368421,TRUE
sanguinetti,christoph,christophe,0.947368421,TRUE
sanchez,rodrigo a,rodrigo a.,0.947368421,TRUE
samra,manveer s.,manveer s,0.947368421,TRUE
sakuma,toshimitsu,tosimitsu,0.947368421,TRUE
sakai,souichirou,souichiro,0.947368421,TRUE
ryan,matthew l,matthew l.,0.947368421,TRUE
rivas,ricardo j.,ricardo j,0.947368421,TRUE
rascato,pier paolo,pierpaolo,0.947368421,TRUE
pustilnik,michael m.,michael m,0.947368421,TRUE
pranoto,andreas b,andreas b.,0.947368421,TRUE
possato,william c,william c.,0.947368421,TRUE
portaro,alessandro,alesandro,0.947368421,TRUE
poor,william l.,william l,0.947368421,TRUE
poissonnier,jean-mari,jean-marie,0.947368421,TRUE
pignon,jean-mari,jean-marie,0.947368421,TRUE
phillips,russell j,russell j.,0.947368421,TRUE
pereira,adriano s.,adriano s,0.947368421,TRUE
pedersen,nicolai k,nicolai k.,0.947368421,TRUE
parsons,michael g,michael g.,0.947368421,TRUE
park,hyunwoong,hyun woong,0.947368421,TRUE
park,seung-keun,seungkeun,0.947368421,TRUE
omori,kenichiro,kenichirou,0.947368421,TRUE
nimboonchaj,bodeepajra,bodeepajr,0.947368421,TRUE
myers,william j.,william j,0.947368421,TRUE
murray,stephen a,stephen a.,0.947368421,TRUE
muller,christoph,christophe,0.947368421,TRUE
montero,francisco,franciscoq,0.947368421,TRUE
marshall,geoffry w,geoffrey w,0.947368421,TRUE
manansala,bayani jr.,bayani jr,0.947368421,TRUE
malander,maximilian,maximilan,0.947368421,TRUE
machida,takatosshi,takatoshi,0.947368421,TRUE
lv,liangming,liang ming,0.947368421,TRUE
lopez,enrique e.,enrique e,0.947368421,TRUE
logan,william j.,william j,0.947368421,TRUE
liu,shang ying,shangying,0.947368421,TRUE
liu,tian guang,tian guan,0.947368421,TRUE
lippi,alessandr,alessandro,0.947368421,TRUE
lippert,christophe,christoph,0.947368421,TRUE
lightfoot,anatoli j.,anatoli j,0.947368421,TRUE
li,congchong,cong chong,0.947368421,TRUE
li,yang chuan,yangchuan,0.947368421,TRUE
lewandowski,bartlomie,bartlomiej,0.947368421,TRUE
lee,sang-ryeol,sangryeol,0.947368421,TRUE
lee,sang-ryol,sang-ryeol,0.947368421,TRUE
lee,shih kuang,shihkuang,0.947368421,TRUE
la porta,alessandr,alessandro,0.947368421,TRUE
kosarev,artemiy v,artemiy v.,0.947368421,TRUE
korkoliakos,panagiotis,panagioti,0.947368421,TRUE
klaue,alexandery,alexander,0.947368421,TRUE
kjartansson,ragnar mar,ragnar ma,0.947368421,TRUE
kim,changkyum,chang kyum,0.947368421,TRUE
kim,kyoung soo,kyoungsoo,0.947368421,TRUE
kim,kyoungsoo,kyoung-soo,0.947368421,TRUE
kettil,mattias a,mattias a.,0.947368421,TRUE
kecojevic,milutin r.,milutin r,0.947368421,TRUE
kamal,ahmad hilmi mustaffa,ahmadhilmimustaffa,0.947368421,TRUE
jupson,john henry,johnhenry,0.947368421,TRUE
jeon,hyuncheol,hyun cheol,0.947368421,TRUE
jensen,christian,christian ,0.947368421,TRUE
jen,chien-ming,chienming,0.947368421,TRUE
jacobsen,s?ren knak,sren knak,0.947368421,TRUE
jacobsen,soren knak,sren knak,0.947368421,TRUE
imoto,kouichiro,kouichirou,0.947368421,TRUE
hwang,chie chung,chi chung,0.947368421,TRUE
hoaen,richard g,richard g.,0.947368421,TRUE
hilton,michael c,michael c.,0.947368421,TRUE
heskestad,christian,christiaan,0.947368421,TRUE
he,timothy l.,timothy l,0.947368421,TRUE
he,xian zheng,xianzheng,0.947368421,TRUE
he,zhong ning,zhongning,0.947368421,TRUE
gustavo,henrique rodrigues,henrique rodrigues j,0.947368421,TRUE
guilfoyle,ezekiel j,ezekiel j.,0.947368421,TRUE
guan,pengcheng,peng cheng,0.947368421,TRUE
gorski,bartlomiej,bartomiej,0.947368421,TRUE
gonzalo,ferrari spampinato,a ferrari spampinato,0.947368421,TRUE
gondowijoyo,vincentiu,vincentius,0.947368421,TRUE
gondowijoyo,vincentus,vincentius,0.947368421,TRUE
goh,jiensheng,jien sheng,0.947368421,TRUE
gislason,alvin ori,alvin orri,0.947368421,TRUE
fujiwara,yuuichirou,yuichirou,0.947368421,TRUE
fortin,pierre-lu,pierre-luc,0.947368421,TRUE
fong,raymond k.,raymond k,0.947368421,TRUE
firsov,konstatin,konstantin,0.947368421,TRUE
ferreira,christiano,cristiano,0.947368421,TRUE
ferreira,christiano,christian,0.947368421,TRUE
ferguson,scott john,scott joh,0.947368421,TRUE
fang,zheng yang,zhengyang,0.947368421,TRUE
ernst,leigh anne,leighanne,0.947368421,TRUE
dunn,william r,william r.,0.947368421,TRUE
desruelle,jeanmarie,jean-marie,0.947368421,TRUE
deng,sheng keng,shengkeng,0.947368421,TRUE
della rocca,alessandr,alessandro,0.947368421,TRUE
dean,j. evan w.,j. evan w,0.947368421,TRUE
creech,lawrenceh,lawrence h,0.947368421,TRUE
chung,bing cheng,bingcheng,0.947368421,TRUE
chung,bingcheng,bing-cheng,0.947368421,TRUE
christensen,jon magnu,jon magnus,0.947368421,TRUE
cho,zhengheng,zheng heng,0.947368421,TRUE
cheung,yuerchung,yuer chung,0.947368421,TRUE
chen,cameron t,cameron t.,0.947368421,TRUE
chen,liang ping,liangping,0.947368421,TRUE
carreira,guillherme,guilherme,0.947368421,TRUE
buzzo,alberto c,alberto c.,0.947368421,TRUE
bruce,bronwyn j,bronwyn j.,0.947368421,TRUE
bergeron,matthew d.,matthew d,0.947368421,TRUE
berger,maximilien,maximilen,0.947368421,TRUE
bando,jun'ichiro,junichiro,0.947368421,TRUE
asquini,alessandro,alesandro,0.947368421,TRUE
arvanitakis,panagiotis,panagioti,0.947368421,TRUE
aramrattana,maytheewa,maytheewat,0.947368421,TRUE
arai,kenichiro,kenichiroh,0.947368421,TRUE
arai,kenichirou,kenichiro,0.947368421,TRUE
aoki,yoshitsugu,yoshitugu,0.947368421,TRUE
anderson,micheal j.,micheal j,0.947368421,TRUE
aitchison,timothy j,timothy j.,0.947368421,TRUE
ahmad,izwan shah,izwanshah,0.947368421,TRUE
abdul rahim,adnan faiz,adnan fai,0.947368421,TRUE
aaro,carl oscar,carloscar,0.947368421,TRUE
zhu,yangyang,yang-yang,0.941176471,TRUE
zhou,zongyuan,zong yuan,0.941176471,TRUE
zheng,dong dong,dongdong,0.941176471,TRUE
zhao,tian yang,tianyang,0.941176471,TRUE
zhao,yuanpeng,yuan peng,0.941176471,TRUE
zhang,hongchen,hong chen,0.941176471,TRUE
zhang,xing chen,xingchen,0.941176471,TRUE
zhang,yao zhong,yaozhong,0.941176471,TRUE
zhai,tianpeng,tian peng,0.941176471,TRUE
zeng,jhao ming,jho ming,0.941176471,TRUE
zak,krzysztof,krzystof,0.941176471,TRUE
zacharias,panaiotis,paniotis,0.941176471,TRUE
yuk,kaileung,kai leung,0.941176471,TRUE
yu,fengtian,feng tian,0.941176471,TRUE
yu,pihsiang,pi hsiang,0.941176471,TRUE
yu,pi-hsiang,pihsiang,0.941176471,TRUE
yu,yonghuan,yongchuan,0.941176471,TRUE
young,jonathan,johnathan,0.941176471,TRUE
yoshida,shintaro,shintarou,0.941176471,TRUE
yi,jun young,junyoung,0.941176471,TRUE
yi,ming yang,mingyang,0.941176471,TRUE
yasu,ryoutarou,ryotarou,0.941176471,TRUE
yang,zhengyan,zheng yan,0.941176471,TRUE
yan,weiliang,wei liang,0.941176471,TRUE
yamada,mitsuharu,mituharu,0.941176471,TRUE
yamada,shintaro,shintarou,0.941176471,TRUE
yamada,sintarou,shintarou,0.941176471,TRUE
yam,wing chun,wingchun,0.941176471,TRUE
yam,wingchun,wing-chun,0.941176471,TRUE
wu,chen yen,cheng yen,0.941176471,TRUE
wu,guangying,guangyin,0.941176471,TRUE
wu,jingting,jing ting,0.941176471,TRUE
wu,yang han,yiang han,0.941176471,TRUE
wright,stuart d.,stuart d,0.941176471,TRUE
wiriyaampon,kampanart,kampanar,0.941176471,TRUE
wilmot,johnathan,jonathan,0.941176471,TRUE
williams,david usa,david us,0.941176471,TRUE
wee,pang ming,pangming,0.941176471,TRUE
ward,jonathan,johnathan,0.941176471,TRUE
wankko,sebastian,sebastia,0.941176471,TRUE
wang,chen yang,chenyang,0.941176471,TRUE
wang,chenchao,chen chao,0.941176471,TRUE
wang,chenxiao,chen xiao,0.941176471,TRUE
wang,chenxing,chen xing,0.941176471,TRUE
wang,chien jen,chienjen,0.941176471,TRUE
wang,chih min,chih ming,0.941176471,TRUE
wang,guanghao,guangzhao,0.941176471,TRUE
wang,shoupeng,shou peng,0.941176471,TRUE
wang,weiliang,wei liang,0.941176471,TRUE
walters,williamk,william k,0.941176471,TRUE
wafo-tapa,guillaum,guillaume,0.941176471,TRUE
vincent,guillaume,guillaum,0.941176471,TRUE
villarreal,anthonyio,antonyio,0.941176471,TRUE
vila,ferran f,ferran f.,0.941176471,TRUE
vick,andrew d,andrew d.,0.941176471,TRUE
velarde,jose raul,jose rau,0.941176471,TRUE
vander ploeg,kristofe,kristofer,0.941176471,TRUE
vance,andrew e,andrew e.,0.941176471,TRUE
vale,vladimiro,vladimir,0.941176471,TRUE
vaillancourt,sebastia,sebastian,0.941176471,TRUE
umeno,yosihiro,yoshihiro,0.941176471,TRUE
ueno,shinichi,shin'ichi,0.941176471,TRUE
uehira,shinichi,shinnichi,0.941176471,TRUE
uchida,momotarou,momotaro,0.941176471,TRUE
tsunokawa,yosikazu,yoshikazu,0.941176471,TRUE
tsapko,vasily t,vasily t.,0.941176471,TRUE
tsai,chih chun,cih chun,0.941176471,TRUE
tsai,shihtsun,shih tsun,0.941176471,TRUE
trezise,justin l.,justin l,0.941176471,TRUE
traviglia,jacopo b,jacopo b.,0.941176471,TRUE
toshida,shinichi,shin_ichi,0.941176471,TRUE
toshida,shinichi,shin'ichi,0.941176471,TRUE
toshida,shinichi,shin ichi,0.941176471,TRUE
tian,kuang kai,kuangkai,0.941176471,TRUE
tanioka,shinichi,shin'ichi,0.941176471,TRUE
tang,frederic,frederick,0.941176471,TRUE
tan,chin heng,chinheng,0.941176471,TRUE
tan,jing shen,jingshen,0.941176471,TRUE
tan,xing yong,xingyong,0.941176471,TRUE
takemoto,shintarou,shintaro,0.941176471,TRUE
takawashi,shun ichi,shunichi,0.941176471,TRUE
taira,shunichi,shun'ichi,0.941176471,TRUE
tachibana,kentarou,kenntarou,0.941176471,TRUE
suzuki,yasutarou,yasutaro,0.941176471,TRUE
sun,fangzhou,fang zhou,0.941176471,TRUE
sudibyo,chrisand,chrisandi,0.941176471,TRUE
stokinger,andrew t.,andrew t,0.941176471,TRUE
stoddart,thomas g,thomas g.,0.941176471,TRUE
stoddard,samuel p,samuel p.,0.941176471,TRUE
staufcik,viteslav,vitezslav,0.941176471,TRUE
southard,mackensi,mackensie,0.941176471,TRUE
sorakup,akekarash,aekarash,0.941176471,TRUE
song,xiang xue,xiangxue,0.941176471,TRUE
song,xiaodong,xiao dong,0.941176471,TRUE
